actividad_tipo,nombre,tipo_via_codigo,tipo_via_descripcion,direccion_nombre_via,direccion_numero,direccion_codigo_postal,municipio_codigo,municipio_nombre,referencia,web,email,telefono,fax,longitud,latitud,fecha_creacion,fecha_actualizacion
alimentacion supermercados,Supermercado Maxcoop Pilar,CR,Carretera,General TF 28 Sur,137,38626,38006,Arona,Valle San Lorenzo,,comercial-felo@terra.es,922765630.0,922767139.0,-16.66031814,28.09003252,2016-05-09T12:45:15.374000,2015-08-04T12:31:10.347000
alimentacion supermercados,Supermercado Maxcoop Tito,CR,Carretera,General TF 657 Cabo Blanco,108,38627,38006,Arona,Cabo Blanco,,tata_glez@hotmail.com,922720425.0,0.0,-16.67248607,28.07378247,2016-05-09T12:45:15.374000,2015-08-04T12:32:00.097000
alimentacion supermercados,Supermercado Maxcoop Unide,CR,Carretera,General TF 28 Sur,36,38589,38005,Arico,Arico Viejo,,,922161277.0,,-16.48017974,28.18297779,2016-05-09T12:45:15.374000,2015-08-04T11:52:15.690000
alimentacion supermercados,Supermercado Maxcoop Unide,CL,Calle,Jose Alberto,5,38588,38005,Arico,Poris de Abona CC Faro del Poris,,,,,-16.42894962,28.16609049,2016-05-09T12:45:15.374000,2015-08-04T11:50:56.550000
alimentacion supermercados,Supermercado Meneses,CL,Calle,Juan Perez,33,38357,38043,Tacoronte,Lomo Colorado,,,,,-16.39830971,28.48743708,2017-10-25T14:38:42,2017-10-25T14:38:42
alimentacion supermercados,Supermercado Mercadona,CM,Camino,Los Pescadores,17,38108,38023,La Laguna,Z I Las Torres De Taco Edificio Uno,www.mercadona.es,,0.0,,-16.29724593,28.45318041,2017-02-15T11:40:07.893000,2017-02-16T12:57:29.974000
alimentacion supermercados,Supermercado Mercadona,PG,Polígono,Industrial de Granadilla,0,38612,38017,Granadilla de Abona,Pg Granadilla,www.mercadona.es,divgrana@mercadona.es,922174909.0,922174954.0,-16.50733417,28.08674149,2016-05-09T12:45:15,2016-11-09T09:37:12.779000
alimentacion supermercados,Supermercado Mercadona,AV,Avenida,La Constitucion,3,38509,38011,Candelaria,,www.mercadona.es,,900506845.0,0.0,-16.36988475,28.35573793,2016-05-09T12:45:15.374000,2016-05-16T07:49:12.164000
alimentacion supermercados,Supermercado Mercadona,AV,Avenida,Maritima,190,38530,38011,Candelaria,Las Caletillas,www.mercadona.es,,922503392.0,,-16.362095,28.37988199,2016-05-09T12:45:15.374000,2015-08-04T10:51:48.627000
alimentacion supermercados,Supermercado Mercadona,PG,Polígono,Industrial de Granadilla,0,38612,38017,Granadilla de Abona,Pg Granadilla Sector Sp 2 02,www.mercadona.es,divgrana@mercadona.es,922174909.0,922174954.0,-16.50583988,28.08541421,2016-05-09T12:45:15.374000,2016-11-09T09:37:12.779000
alimentacion supermercados,Supermercado Mercadona,PG,Polígono,Industrial de Granadilla,0,38612,38017,Granadilla de Abona,Pg Granadilla Sector Sp 2 02,www.mercadona.es,divgrana@mercadona.es,922174909.0,922174954.0,-16.50738726,28.0852219,2016-05-09T12:45:15.374000,2016-11-09T09:37:12.779000
alimentacion supermercados,Supermercado Mercadona,AV,Avenida,Las Acacias,0,38611,38017,Granadilla de Abona,San Isidro,www.mercadona.es,,922391224.0,,-16.550918,28.07315099,2016-05-09T12:45:15.374000,2016-11-09T09:37:12.779000
alimentacion supermercados,Supermercado Mercadona,CR,Carretera,Antigua TF 655 Las Galletas,65,38639,38035,San Miguel,P I Las Chafiras,www.mercadona.es,sugerencias@mercadona.es,922735616.0,,-16.61207713,28.04995329,2017-02-15T11:40:07.893000,2017-06-21T11:46:14.064000
alimentacion supermercados,Supermercado Mercadona,AV,Avenida,Principes de España,79,38430,38022,Icod de los Vinos,La Centinela,www.mercadona.es,,922811604.0,,-16.705218,28.37504799,2016-05-09T12:45:15.374000,2024-09-27T10:08:25.542000
alimentacion supermercados,Supermercado Mercadona,CL,Calle,Jose Luis Ravelo Pepe Flores,0,38430,38022,Icod de los Vinos,CC La Magalona,www.mercadona.es,,922447999.0,,-16.721553,28.36927199,2016-05-09T12:45:15.374000,2024-09-27T10:08:25.542000
alimentacion supermercados,Supermercado Mercadona,CR,Carretera,General TF 657 Cabo Blanco,87,38627,38006,Arona,Cabo Blanco,www.mercadona.es,,922721928.0,,-16.673659,28.07475798,2016-05-09T12:45:15,2017-11-16T14:25:00.318000
alimentacion supermercados,Supermercado Mercadona,CL,Calle,Ramona Martin Artista,1,38650,38006,Arona,Los Cristianos CC Mencey,www.mercadona.es,,922797169.0,922753427.0,-16.725169,28.05539798,2016-05-09T12:45:15,2017-08-01T13:45:51.950000
alimentacion supermercados,Supermercado Mercadona,AV,Avenida,Principes de España,7,38010,38038,Santa Cruz de Tenerife,Ofra CC Yumbo local 01-02,www.mercadona.es,,922650051.0,,-16.28383483,28.45551543,2016-05-09T12:45:15.374000,2018-01-15T10:19:59.087000
alimentacion supermercados,Supermercado Mercadona,CL,Calle,Alfaro,13,38003,38038,Santa Cruz de Tenerife,,www.mercadona.es,,922246356.0,,-16.254842,28.46602699,2016-05-09T12:45:15,2016-08-18T09:37:05.128000
alimentacion supermercados,Supermercado Mercadona,Cl,Calle,Los Carpinteros,sn,38419,38031,Los Realejos,PG La Gañania,www.mercadona.es,,922355451.0,,-16.57417154,28.3819589,2016-05-09T12:45:15.374000,2023-10-18T14:04:54.665000
alimentacion supermercados,Supermercado Mercadona,CL,Calle,Fernandez Navarro,48,38005,38038,Santa Cruz de Tenerife,CC La Ola,www.mercadona.es,,922535331.0,,-16.25451603,28.46020762,2016-05-09T12:45:15,2018-03-13T07:41:21.282000
alimentacion supermercados,Supermercado Mercadona,CL,Calle,Benavides,22,38004,38038,Santa Cruz de Tenerife,,www.mercadona.es,,922246419.0,,-16.25926571,28.46860311,2016-05-09T12:45:15.374000,2015-08-05T07:57:56.127000
alimentacion supermercados,Supermercado Mercadona,AV,Avenida,Reyes Catolicos,4,38007,38038,Santa Cruz de Tenerife,,www.mercadona.es,,922213659.0,,-16.26321058,28.46335085,2016-05-09T12:45:15.374000,2015-12-04T13:57:48.810000
alimentacion supermercados,Supermercado Mercadona,CL,Calle,Fragata Danmark,4,38005,38038,Santa Cruz de Tenerife,Los Corales,www.mercadona.es,,922206505.0,,-16.262608,28.45926499,2016-05-09T12:45:15.374000,2016-06-16T09:50:04.440000
alimentacion supermercados,Supermercado Mercadona,CL,Calle,Punta de la Vista,3,38111,38038,Santa Cruz de Tenerife,Los Alisios,www.mercadona.es,,922615551.0,,-16.30458507,28.42900283,2016-05-09T12:45:15,2016-05-16T08:29:49.758000
alimentacion supermercados,Supermercado Mercadona,CL,Calle,Comadrona Dolores Daban,2,38107,38038,Santa Cruz de Tenerife,Tincer,www.mercadona.es,,922612260.0,,-16.301004,28.44460999,2016-05-09T12:45:15.374000,2015-08-04T10:46:09.756000
alimentacion supermercados,Supermercado Mercadona,CL,Calle,Gongora,6,38005,38038,Santa Cruz de Tenerife,Esq Cl Eduardo Zamacois,www.mercadona.es,,922220528.0,,-16.259413,28.46162599,2016-05-09T12:45:15.374000,2015-08-04T10:26:16.678000
alimentacion supermercados,Supermercado Mercadona,AV,Avenida,Los Majuelos,5,38107,38038,Santa Cruz de Tenerife,El Sobradillo Multicentro Avenida,www.mercadona.es,,922822161.0,,-16.311752,28.44305338,2016-05-09T12:45:15.374000,2016-05-16T10:09:36.973000
alimentacion supermercados,Supermercado Mercadona,AV,Avenida,Canarias,2,38410,38031,Los Realejos,San Agustin,www.mercadona.es,,922347080.0,,-16.58494999,28.38761999,2016-05-09T12:45:15.374000,2023-10-18T14:41:54.296000
alimentacion supermercados,Supermercado Mercadona,CL,Calle,Blanco,30,38400,38028,Puerto de la Cruz,,www.mercadona.es,,922389269.0,,-16.550498,28.41434099,2016-05-09T12:45:15.374000,2015-08-04T13:21:58.324000
alimentacion supermercados,Supermercado Mercadona,AV,Avenida,Los Cachazos,0,38400,38028,Puerto de la Cruz,,www.mercadona.es,,922351516.0,,-16.538037,28.40492699,2016-05-09T12:45:15.374000,2016-11-09T09:37:12.779000
alimentacion supermercados,Supermercado Mercadona,AV,Avenida,Aguilar y Quesada,2,38400,38028,Puerto de la Cruz,CC Piramides de Martianez Lc 02,www.mercadona.es,info@mercadona.es,922374586.0,,-16.54331145,28.41534919,2016-05-09T12:45:15.374000,2016-11-25T13:45:16.810000
alimentacion supermercados,Supermercado Mercadona,CR,Carretera,General TF 320 Icod Santa Cruz,42,38400,38028,Puerto de la Cruz,La Vera Cruce,www.mercadona.es,,922380573.0,,-16.557399,28.39631799,2016-05-09T12:45:15.374000,2015-08-04T13:21:58.324000
alimentacion supermercados,Supermercado Mercadona,CL,Calle,Antiguo Calvario,0,38390,38039,Santa Úrsula,,www.mercadona.es,,922300151.0,0.0,-16.50031002,28.42206886,2016-05-09T12:45:15.374000,2018-04-11T13:18:10.878000
alimentacion supermercados,Supermercado Mercadona,CL,Calle,La Palmita,2,38260,38023,La Laguna,Tejina,www.mercadona.es,,922543661.0,,-16.36517232,28.53401118,2016-05-09T12:45:15.374000,2016-05-16T08:32:55.877000
alimentacion supermercados,Supermercado Mercadona,CL,Calle,Alcalde Pedro Acevedo Bisshopp,6,38683,38040,Santiago del Teide,Puerto de Santiago Cr General Tamaimo,www.mercadona.es,,922123058.0,,-16.83486899,28.23531115,2017-06-27T09:43:40.567000,2017-06-27T09:43:40.567000
alimentacion supermercados,Supermercado Mercadona,CL,Calle,Carrera Escultor Estevez,8,38300,38026,La Orotava,,www.mercadona.es,,922333706.0,,-16.524727,28.39005799,2016-05-09T12:45:15.374000,2015-08-04T13:30:57.348000
alimentacion supermercados,Supermercado Mercadona,AV,Avenida,Maritima,45,38683,38040,Santiago del Teide,Puerto de Santiago,www.mercadona.es,,922862761.0,,-16.84013959,28.22769584,2016-05-09T12:45:15.374000,2015-12-04T13:57:48.810000
alimentacion supermercados,Supermercado Mercadona,AV,Avenida,Los Menceyes,214,38320,38023,La Laguna,La Cuesta,www.mercadona.es,,922651806.0,,-16.293769,28.46938399,2016-05-09T12:45:15,2018-01-16T09:00:06.407000
alimentacion supermercados,Supermercado Mercadona,CM,Camino,Santa Ana,134,38330,38023,La Laguna,Pg La Cruz Chica,www.mercadona.es,,922267235.0,,-16.36937373,28.4892002,2016-05-09T12:45:15.374000,2016-07-28T12:45:21.578000
alimentacion supermercados,Supermercado Mercadona,AV,Avenida,Los Majuelos,59,38108,38023,La Laguna,,www.mercadona.es,,922822161.0,,-16.29738222,28.45327265,2016-05-09T12:45:15.374000,2015-12-04T13:57:48.810000
alimentacion supermercados,Supermercado Mercadona,CR,Carretera,General TF 194 La Cuesta Taco,84,38320,38023,La Laguna,Pg La Cuesta Taco,www.mercadona.es,,922646639.0,,-16.29387855,28.45992856,2016-05-09T12:45:15.374000,2016-02-26T13:56:04.496000
alimentacion supermercados,Supermercado Mercadona,CR,Carretera,General TF 194 La Cuesta Taco,28,38320,38023,La Laguna,La Cuesta,www.mercadona.es,,922650422.0,,-16.287313,28.46613999,2016-05-09T12:45:15.374000,2015-11-06T14:05:41.375000
alimentacion supermercados,Supermercado Mercadona,CR,Carretera,General TF 16 Tacoronte Tejina,24,38260,38023,La Laguna,Tejina,www.mercadona.es,,922543661.0,,-16.36475853,28.53365166,2016-05-09T12:45:15.374000,2015-08-04T13:52:10.359000
alimentacion supermercados,Supermercado Mercadona,AV,Avenida,Barranco De Las Torres,0,38677,38001,Adeje,P I La Atalaya,www.mercadona.es,,922822161.0,,-16.74005878,28.12515623,2017-02-15T11:40:07.893000,2017-03-10T09:05:18.142000
alimentacion supermercados,Supermercado Mercadona,CR,Carretera,General TF 194 La Cuesta Taco,108,38320,38023,La Laguna,Pg La Cuesta Taco,www.mercadona.es,,922652903.0,,-16.29300216,28.45763947,2016-05-09T12:45:15.374000,2016-05-16T07:45:52.061000
alimentacion supermercados,Supermercado Mercadona,AU,"Autopista, autovía",TF 5 Norte,138,38350,38043,Tacoronte,El Escaño Km 17,www.mercadona.es,,922562440.0,,-16.39701,28.48130599,2016-05-09T12:45:15.374000,2017-10-23T10:39:57.743000
alimentacion supermercados,Supermercado Mercadona,CR,Carretera,General TF 16 Tacoronte Tejina,24,38350,38043,Tacoronte,,www.mercadona.es,,922560056.0,,-16.413251,28.47874199,2016-05-09T12:45:15.374000,2015-08-04T13:42:46.792000
alimentacion supermercados,Supermercado Mercadona,AV,Avenida,Barranco De Las Torres,0,38677,38001,Adeje,P I La Atalaya,www.mercadona.es,,922822161.0,,-16.74053519,28.12505036,2017-02-15T11:40:07.893000,2017-03-10T09:05:18.142000
alimentacion supermercados,Supermercado Mercadona,CR,Carretera,General TF 235 La Cruz Chica,134,38330,38023,La Laguna,La Cruz Chica,www.mercadona.es,,922638755.0,,-16.36942418,28.48972185,2016-05-09T12:45:15.374000,2015-08-04T13:46:20.206000
alimentacion supermercados,Supermercado Mercadona,AV,Avenida,Los Majuelos,61,38108,38023,La Laguna,,www.mercadona.es,,922821900.0,,-16.29742231,28.45316583,2016-05-09T12:45:15.374000,2016-05-16T07:45:52.061000
alimentacion supermercados,Supermercado Mercadona,CL,Calle,6 de Diciembre,8,38203,38023,La Laguna,,www.mercadona.es,,922259561.0,,-16.318565,28.48744099,2016-05-09T12:45:15.374000,2015-08-24T10:06:58.425000
alimentacion supermercados,Supermercado Mercadona,AV,Avenida,La Candelaria,23,38206,38023,La Laguna,San Benito,www.mercadona.es,,922263961.0,,-16.327017,28.48906599,2016-05-09T12:45:15.374000,2015-08-03T12:27:40.037000
alimentacion supermercados,Supermercado Mercadona,CL,Calle,Lisboa,2,38660,38001,Adeje,Torviscas Alto CC Gran Sur,www.mercadona.es,,922714716.0,,-16.728076,28.08779299,2016-05-09T12:45:15.374000,2015-08-04T12:43:11.198000
alimentacion supermercados,Supermercado Mercadona,AV,Avenida,Los Pueblos,20,38660,38001,Adeje,San Eugenio CC San Eugenio Lc 01,www.mercadona.es,,922715150.0,,-16.73158267,28.07711874,2016-05-09T12:45:15.374000,2017-03-28T13:13:49.778000
alimentacion supermercados,Supermercado Mercadona,CM,Camino,Santa Ana,134,38330,38023,La Laguna,Pg La Cruz Chica,www.mercadona.es,,922638755.0,,-16.36941641,28.48998536,2016-05-09T12:45:15.374000,2016-07-28T12:45:21.578000
alimentacion supermercados,Supermercado Mercadona,AV,Avenida,Barranco De Las Torres,0,38677,38001,Adeje,P I La Atalaya,www.mercadona.es,,922822161.0,,-16.74025307,28.1249826,2017-02-15T11:40:07.893000,2017-03-10T09:05:18.142000
alimentacion,Supermercado Mercaprec,CL,Calle,Verdugo y Massieu,8,38320,38023,La Laguna,La Cuesta Ed Maribe,,,922888929.0,,-16.28968352,28.46845237,2016-05-09T12:45:15.374000,2015-08-04T10:33:10.329000
alimentacion supermercados,Supermercado Mercaprec,AV,Avenida,Los Menceyes,329,38320,38023,La Laguna,,,,822106602.0,,-16.28933935,28.46908021,2021-06-08T10:09:02.163000,2021-06-08T10:09:02.163000
alimentacion supermercados,Supermercado Mercedes,CL,Calle,Real La Cruz Santa,20,38413,38031,Los Realejos,La Cruz Santa,,,922342548.0,,-16.56976966,28.37737513,2016-05-09T12:45:15.374000,2023-10-18T14:41:54.296000
alimentacion supermercados,Supermercado Morales,CL,Calle,Mendez Nuñez,55,38001,38038,Santa Cruz de Tenerife,,,,922271801.0,0.0,-16.25053213,28.47414336,2016-05-09T12:45:15.374000,2018-01-17T12:41:18.044000
alimentacion supermercados,Supermercado Nadime,CL,Calle,Mencey Bencomo,25,38632,38006,Arona,El Fraile,,,922785470.0,0.0,-16.67198197,28.01289988,2016-05-09T12:45:15.374000,2015-08-04T12:35:04.641000
alimentacion,Supermercado Negrin,CL,Calle,Federico Garcia Lorca,2,38678,38001,Adeje,Armeñime,,,922740180.0,,-16.75489746,28.12930648,2017-08-22T08:36:47.581000,2017-08-22T08:36:47.581000
alimentacion supermercados,Supermercado Noeva,CR,Carretera,General TF 28 Sur,114,38570,38012,Fasnia,,,,922520367.0,,-16.44219562,28.23600163,2016-05-09T12:45:15.374000,2024-09-27T10:00:39.057000
alimentacion,Supermercado Norte Sur,CL,Calle,La Puente,62,38389,38051,La Victoria,,,,922580137.0,,-16.46380137,28.42459844,2016-05-09T12:45:15.374000,2015-11-17T10:07:32.773000
alimentacion supermercados,Supermercado Nuria,CL,Calle,Estrella de Mar,8,38618,38017,Granadilla de Abona,Los Abrigos,,,638356036.0,,-16.592214,28.02896929,2016-05-09T12:45:15.374000,2015-08-04T12:00:30.527000
alimentacion supermercados,Supermercado Nussen,AV,Avenida,Los Abrigos,1,38618,38017,Granadilla de Abona,Los Abrigos,,,,,-16.593561,28.02983109,2016-05-09T12:45:15.374000,2015-08-04T12:00:30.527000
alimentacion supermercados,Supermercado Ofelia,CR,Carretera,General TF 366 El Amparo,171,38438,38022,Icod de los Vinos,El Amparo,,,0.0,,-16.7118901,28.35672871,2016-05-09T12:45:15.374000,2015-08-04T13:10:36.692000
alimentacion supermercados,Supermercado Oli,AV,Avenida,San Miguel de Chimisay,2,38108,38023,La Laguna,,,,922024694.0,,-16.29667869,28.44957342,2016-05-09T12:45:15.374000,2015-11-10T10:52:31.023000
alimentacion supermercados,Supermercado Oriental Saroj,CL,Calle,Valois,24,38400,38028,Puerto de la Cruz,Ed Xibana Park,,,,,-16.54594,28.41512899,2016-05-09T12:45:15.374000,2016-11-17T09:58:12.195000
alimentacion supermercados,Supermercado Palmero,AV,Avenida,Mencey de Abona,24,38600,38017,Granadilla de Abona,,,,922772254.0,,-16.578452,28.11793109,2016-05-09T12:45:15.374000,2015-08-04T11:56:42.718000
alimentacion carniceria,Supermercado Pancho,CL,Calle,Obispo Perez Caceres,67,38205,38023,La Laguna,Barrio Nuevo,,,922256960.0,,-16.31017,28.48029808,2016-05-09T12:45:15.374000,2015-08-27T13:09:31.250000
alimentacion supermercados,Supermercado Paso Alto,CL,Calle,La Muralla,26,38686,38019,Guía de Isora,Alcala,,,922865912.0,,-16.82886844,28.20180603,2016-05-09T12:45:15.374000,2015-08-04T12:53:56.299000
alimentacion supermercados,Supermercado Pino Gordo,CL,Calle,El Caleton,2,38570,38012,Fasnia,Las Eras,,,,,-16.423025,28.19521699,2016-05-09T12:45:15.374000,2024-09-27T10:00:39.057000
alimentacion,Supermercado Plaza,PZ,"Plaza, plazoleta",Fray Pedro de la Cruz,2,38439,38022,Icod de los Vinos,El Amparo,,,607570289.0,,-16.71595277,28.35561895,2017-03-07T09:05:45,2017-03-07T09:05:45
alimentacion supermercados,Supermercado Radevi,CR,Carretera,General TF 217 Norte,200,38370,38025,La Matanza,,www.radevi.es,radevi@euromadi,922578533.0,,-16.45873248,28.44632068,2016-05-09T12:45:15.374000,2015-12-04T13:57:48.810000
alimentacion supermercados,Supermercado Radevi,CR,Carretera,General TF 28 Sur,1,38107,38038,Santa Cruz de Tenerife,Taco,,,,,-16.30006814,28.44524176,2016-05-09T12:45:15.374000,2017-03-15T08:55:35.577000
alimentacion supermercados,Supermercado Radevi,CL,Calle,Onagra Lorenzo Diaz,8,38009,38038,Santa Cruz de Tenerife,Ofra,,,,,-16.276625,28.45263599,2016-05-09T12:45:15.374000,2015-08-04T10:30:50.252000
alimentacion,Supermercado Rocio,CL,Calle,Doctor Domingo Gonzalez Garcia,45,38300,38026,La Orotava,,,,922330349.0,,-16.52383677,28.38474482,2019-02-11T14:25:23.142000,2019-02-11T14:25:23.142000
alimentacion supermercados,Supermercado Rodriguez Palo Blanco,CL,Calle,Palo Blanco,45,38415,38031,Los Realejos,Palo Blanco,,,,,-16.57783479,28.36510576,2016-05-09T12:45:15,2016-05-25T14:40:18.748000
alimentacion supermercados,Supermercado Rosa,CR,Carretera,General TF 13 Tejina La Laguna,64,38293,38023,La Laguna,Las Canteras,,,,,-16.31009366,28.5077955,2016-05-09T12:45:15,2017-11-20T14:31:44.112000
alimentacion supermercados,Supermercado Rosa Elia,CL,Calle,Leopoldo de la Rosa Olivera,62,38479,38042,Los Silos,Fatima,,,922840421.0,,-16.815901,28.36995099,2016-05-09T12:45:15.374000,2017-07-17T14:03:32.271000
alimentacion supermercados,Supermercado San Juan,CR,Carretera,General TF 16 Tacoronte Tejina,179,38356,38043,Tacoronte,San Juan Perales,,,922563305.0,,-16.40685828,28.50036104,2016-05-09T12:45:15.374000,2015-08-04T13:43:48.370000
alimentacion supermercados,Supermercado San Juan Bautista,CL,Calle,San Juan Bautista,1,38617,38017,Granadilla de Abona,El Salto,,,922772365.0,,-16.560852,28.10582889,2016-05-09T12:45:15.374000,2015-08-04T11:58:13.279000
alimentacion,Supermercado San Roque,CL,Calle,La Calzada,45,38620,38035,San Miguel,El Roque,,,,,-16.63607811,28.0942399,2016-07-27T10:18:16,2017-08-22T10:30:42.653000
alimentacion supermercados,Supermercado Sandra,CL,Calle,Leopoldo de la Rosa Olivera,1,38470,38042,Los Silos,Fatima,,,922840324.0,,-16.81358,28.36798699,2016-05-09T12:45:15,2018-02-21T13:40:25.182000
alimentacion,Supermercado Santa Catalina,CL,Calle,Santa Catalina,12,38613,38052,Vilaflor,,,supersantacatalina@hotmail.com,922709216.0,,-16.63823855,28.15475207,2016-05-17T10:25:06.875000,2016-06-30T12:18:27.498000
alimentacion supermercados,Supermercado Siempre Fresco,CL,Calle,Consuelo Alfonso Diaz Flores,17,38631,38006,Arona,Las Galletas Ed Ana,,defreitas55@hotmail.com,922732562.0,0.0,-16.65762815,28.00801002,2016-05-09T12:45:15.374000,2015-08-04T12:36:55.984000
alimentacion supermercados,Supermercado Sinesio,Cl,Calle,Real,56,38441,38018,La Guancha,Santa Catalina,,,922220495.0,,-16.657557,28.39167399,2016-05-09T12:45:15.374000,2023-10-18T14:04:54.665000
alimentacion supermercados,Supermercado Sol,Cl,Calle,Almirante Gravina,11,38508,38020,Güimar,El Puertito,,,,,-16.37461277,28.29541326,2024-09-27T09:33:22.074000,2024-09-27T09:33:22.074000
alimentacion supermercados,Supermercado Spar,Cl,Calle,Real Orotava,34,38359,38041,El Sauzal,Ravelo,,administracion@lazaroempresas.com,686176447.0,,-16.41186878,28.4621016,2024-09-27T09:33:22.074000,2024-09-27T09:33:22.074000
alimentacion supermercados,Supermercado Spar,CL,Calle,Agustin de Bethencourt,47,38300,38026,La Orotava,La Fariña,www.supermercadospar.com,,922324447.0,,-16.52339642,28.38169899,2016-05-09T12:45:15.374000,2015-08-04T13:30:57.348000
alimentacion supermercados,Supermercado Spar,AV,Avenida,Las Hesperides,101,38107,38038,Santa Cruz de Tenerife,Finca La Monja,www.spartenerife.com,,,,-16.31661849,28.43610238,2016-05-09T12:45:15,2016-08-18T11:07:59.948000
alimentacion supermercados,Supermercado Spar,CR,Carretera,General La Cuesta,367,38320,38023,La Laguna,,www.spartenerife.com,,922671439.0,,-16.28402156,28.46706199,2021-06-08T10:09:02.163000,2021-06-08T10:09:02.163000
alimentacion supermercados,Supermercado Spar,CL,Calle,Bencomo,6,38201,38023,La Laguna,,,,922297569.0,,-16.31637045,28.48936211,2021-06-08T10:09:02.163000,2021-06-08T10:09:02.163000
alimentacion supermercados,Supermercado Spar,CL,Calle,Candelaria,30,38108,38023,La Laguna,Taco San Matias,www.spartenerife.com,,922626479.0,,-16.29770654,28.44438459,2016-05-09T12:45:15.374000,2015-08-04T10:43:56.867000
alimentacion supermercados,Supermercado Spar Belgica,AV,Avenida,Belgica,11,38007,38038,Santa Cruz de Tenerife,Ed Bruja,www.spartenerife.com,,922025993.0,,-16.26696087,28.46499509,2016-05-09T12:45:15.374000,2016-04-04T14:46:53.173000
alimentacion supermercados,Supermercado Spar El Mayorazgo,AV,Avenida,Alonso Fernandez de Lugo,11,38300,38026,La Orotava,El Mayorazgo Ed Marquesa,www.spartenerife.com,,922332355.0,0.0,-16.52879023,28.39570491,2016-05-09T12:45:15.374000,2016-07-25T13:54:23.098000
alimentacion supermercados,Supermercado Spar Esperanza,PZ,"Plaza, plazoleta",Ayuntamiento,18,38290,38032,El Rosario,La Esperanza,www.spartenerife.com,,922297569.0,,-16.366636,28.45107699,2016-05-09T12:45:15.374000,2016-04-04T14:49:32.983000
alimentacion supermercados,Supermercado Spar Fañabe,AV,Avenida,Litoral,27,38660,38001,Adeje,Fañabe CC Litoral Lc 34,www.spartenerife.com,,922671439.0,,-16.73739987,28.08724653,2016-05-09T12:45:15.374000,2016-05-31T09:58:35.109000
alimentacion supermercados,Supermercado Spar Horacio Nelson,CL,Calle,Horacio Nelson,36,38006,38038,Santa Cruz de Tenerife,,www.spartenerife.com,,922285150.0,,-16.26309562,28.47026704,2016-05-09T12:45:15,2017-07-27T09:55:35.010000
alimentacion supermercados,Supermercado Spar Marbella,AV,Avenida,Virgen de Guadalupe,2,38679,38001,Adeje,Fañabe Ur Beril CC Marbella,,,,,-16.74419083,28.09439891,2017-08-16T09:19:51,2017-09-28T14:11:44
alimentacion supermercados,Supermercado Spar Maria Jimenez,PS,Paseo,Tomas Deniz,2,38180,38038,Santa Cruz de Tenerife,Maria Jimenez Ed Bufadero,www.spartenerife.com,,922596271.0,,-16.2260552,28.49432198,2016-05-09T12:45:15.374000,2016-04-05T14:52:08.142000
alimentacion supermercados,Supermercado Spar Nuevo Corormoto,CM,Camino,El Vallado,80,38206,38023,La Laguna,El Coromoto,www.spartenerife.com,,922178955.0,,-16.32716967,28.48310628,2016-05-09T12:45:15.374000,2016-04-04T14:45:41.970000
alimentacion supermercados,Supermercado Spar Puertito,Av,Avenida,Ingeniero Manuel Gonzalez,9,38508,38020,Güimar,Puertito de Guimar,www.spartenerife.com,,922763302.0,,-16.37798688,28.29477485,2016-05-09T12:45:15.374000,2024-09-27T09:52:23.664000
alimentacion supermercados,Supermercado Spar Simon Bolivar,CL,Calle,Simon Bolivar,34,38007,38038,Santa Cruz de Tenerife,Barrio Cruz del Señor,www.spartenerife.com,,922897680.0,,-16.272593,28.46234099,2016-05-09T12:45:15.374000,2016-04-04T14:45:41.970000
alimentacion supermercados,Supermercado Spar Troya,AV,Avenida,Republica de Panama,3,38660,38001,Adeje,Py Americas CC Victoria Tenerife Sur,www.spartenerife.com,,922787139.0,,-16.73132347,28.0706528,2016-05-09T12:45:15.374000,2016-05-31T09:58:35.109000
alimentacion supermercados,Supermercado Spar Villalba Hervas,CL,Calle,Villalba Hervas,2,38002,38038,Santa Cruz de Tenerife,Ed Ahlers,www.spartenerife.com,,922165293.0,,-16.24813571,28.46786159,2016-05-09T12:45:15,2022-04-22T13:23:10.741000
alimentacion supermercados,Supermercado Spar Vistabella,CL,Calle,Virgen de Begoña,1,38320,38023,La Laguna,La Cuesta Vistabella Ed Los Angeles,www.spartenerife.com,,922671439.0,,-16.28400579,28.4670151,2016-05-09T12:45:15.374000,2016-04-04T14:51:53.513000
alimentacion supermercados,Supermercado Stop & Shop,AV,Avenida,España,8,38660,38001,Adeje,San Eugenio CC Las Carabelas,www.stopandshop.es,info@stopandshop.es,922719607.0,,-16.73328481,28.08091084,2017-08-04T10:01:15.504000,2017-08-21T13:46:20.642000
alimentacion supermercados,Supermercado Suma,AV,Avenida,La Salle,24,38005,38038,Santa Cruz de Tenerife,,,sac@miquel.es,900300097.0,,-16.25698573,28.46120827,2016-05-09T12:45:15.374000,2016-04-04T14:49:32.983000
alimentacion supermercados,Supermercado Suma,CL,Calle,Mendez Nuñez,90,38001,38038,Santa Cruz de Tenerife,,,sac@miquel.es,900300097.0,0.0,-16.25099472,28.47333909,2016-05-09T12:45:15.374000,2016-04-04T14:49:32.983000
alimentacion supermercados,Supermercado Suma,CL,Calle,Aceviño,2,38400,38028,Puerto de la Cruz,Ur La Paz CC SM,,,,,-16.53859984,28.41424676,2016-11-21T07:54:56.266000,2017-03-23T09:08:15.556000
